participant_id,group,from,to,time_ms,from_category,to_category,from_fallacy_type,to_fallacy_type,from_element_type,to_element_type
participant_1773701115892,control,0-news-sentence-2,1-news-sentence-2,31,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-2,32,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,0-news-sentence-2,62,paragraph,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-2,news-content-2,33,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,1-news-sentence-2,31,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,0-news-sentence-2,63,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,0-news-sentence-2,1-news-sentence-2,63,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-2,314,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,1-news-sentence-2,31,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-1,158,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-1,0-news-sentence-2,126,paragraph,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-2,news-content-1,92,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-1,1-news-sentence-2,125,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-1,63,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-1,1-news-sentence-2,32,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-1,31,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-1,(none),132,paragraph,other,,,other,other
participant_1773701115892,control,(none),0-news-sentence-2,24,other,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-2,news-content-2,32,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,1-news-sentence-2,30,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-2,31,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,1-news-sentence-2,31,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,0-news-sentence-2,124,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,0-news-sentence-2,news-content-1,31,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-1,(none),33,paragraph,other,,,other,other
participant_1773701115892,control,(none),1-news-sentence-2,31,other,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,(none),126,article_text,other,,,sentence,other
participant_1773701115892,control,(none),0-news-sentence-2,378,other,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-2,(none),62,article_text,other,,,sentence,other
participant_1773701115892,control,(none),1-news-sentence-2,63,other,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-2,30,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,1-news-sentence-2,33,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,6-news-sentence-1,126,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,6-news-sentence-1,1-news-sentence-2,31,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-2,0-news-sentence-2,32,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,0-news-sentence-2,(none),32,article_text,other,,,sentence,other
participant_1773701115892,control,(none),news-content-2,30,other,paragraph,,,other,other
participant_1773701115892,control,news-content-2,news-content-1,31,paragraph,paragraph,,,other,other
participant_1773701115892,control,news-content-1,0-news-sentence-2,33,paragraph,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-2,1-news-sentence-2,31,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-2,125,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,1-news-sentence-2,32,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-2,30,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,0-news-sentence-2,31,paragraph,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-2,1-news-sentence-2,62,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-2,95,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,1-news-sentence-2,32,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,0-news-sentence-2,284,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,0-news-sentence-2,(none),32,article_text,other,,,sentence,other
participant_1773701115892,control,(none),1-news-sentence-2,30,other,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,0-news-sentence-2,159,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,0-news-sentence-2,(none),249,article_text,other,,,sentence,other
participant_1773701115892,control,(none),0-news-sentence-2,32,other,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-2,1-news-sentence-2,124,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-1,95,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-1,0-news-sentence-2,32,paragraph,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-2,1-news-sentence-2,32,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-2,125,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,1-news-sentence-2,31,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,0-news-sentence-2,63,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,0-news-sentence-2,6-news-sentence-1,63,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,6-news-sentence-1,1-news-sentence-2,31,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-2,31,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,1-news-sentence-2,32,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,0-news-sentence-2,30,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,0-news-sentence-2,1-news-sentence-2,31,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-2,156,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,1-news-sentence-2,31,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-2,188,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,1-news-sentence-2,33,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,0-news-sentence-2,189,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,0-news-sentence-2,news-content-2,30,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,1-news-sentence-2,31,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-2,32,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,1-news-sentence-2,31,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-1,30,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-1,1-news-sentence-2,34,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-2,29,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,1-news-sentence-2,31,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-2,32,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,1-news-sentence-2,30,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-2,125,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,1-news-sentence-2,32,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,(none),219,article_text,other,,,sentence,other
participant_1773701115892,control,(none),1-news-sentence-2,32,other,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,(none),33,article_text,other,,,sentence,other
participant_1773701115892,control,(none),1-news-sentence-2,30,other,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,(none),63,article_text,other,,,sentence,other
participant_1773701115892,control,(none),1-news-sentence-2,32,other,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-2,219,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,1-news-sentence-2,33,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-2,124,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,1-news-sentence-2,31,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-2,64,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,1-news-sentence-2,31,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,(none),282,article_text,other,,,sentence,other
participant_1773701115892,control,(none),news-content-2,33,other,paragraph,,,other,other
participant_1773701115892,control,news-content-2,(none),30,paragraph,other,,,other,other
participant_1773701115892,control,(none),news-content-2,31,other,paragraph,,,other,other
participant_1773701115892,control,news-content-2,1-news-sentence-2,32,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,(none),157,article_text,other,,,sentence,other
participant_1773701115892,control,(none),1-news-sentence-2,64,other,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-2,30,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,1-news-sentence-2,39,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-2,120,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,1-news-sentence-2,30,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-2,126,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,1-news-sentence-2,32,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-2,31,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,1-news-sentence-2,124,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,0-news-sentence-3,127,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,0-news-sentence-3,news-content-2,157,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,news-content-3,30,paragraph,paragraph,,,other,other
participant_1773701115892,control,news-content-3,(none),31,paragraph,other,,,other,other
participant_1773701115892,control,(none),1-news-sentence-2,31,other,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-2,62,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,1-news-sentence-2,62,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-2,61,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,1-news-sentence-2,96,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,0-news-sentence-3,32,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,0-news-sentence-3,1-news-sentence-2,61,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-2,219,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,1-news-sentence-2,31,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-2,63,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,1-news-sentence-2,29,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-2,253,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,(none),60,paragraph,other,,,other,other
participant_1773701115892,control,(none),0-news-sentence-3,33,other,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,news-content-3,30,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-3,1-news-sentence-2,31,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-2,38,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,0-news-sentence-3,56,paragraph,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,news-content-2,33,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,(none),61,paragraph,other,,,other,other
participant_1773701115892,control,(none),1-news-sentence-2,31,other,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-2,31,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,1-news-sentence-2,32,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-2,63,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,1-news-sentence-2,95,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-2,219,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,(none),62,paragraph,other,,,other,other
participant_1773701115892,control,(none),news-content-3,94,other,paragraph,,,other,other
participant_1773701115892,control,news-content-3,(none),32,paragraph,other,,,other,other
participant_1773701115892,control,(none),0-news-sentence-3,197,other,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,(none),55,article_text,other,,,sentence,other
participant_1773701115892,control,(none),1-news-sentence-2,32,other,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,(none),32,article_text,other,,,sentence,other
participant_1773701115892,control,(none),1-news-sentence-2,60,other,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,(none),64,article_text,other,,,sentence,other
participant_1773701115892,control,(none),1-news-sentence-2,31,other,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-2,33,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,0-news-sentence-3,30,paragraph,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,1-news-sentence-3,31,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-3,news-content-3,31,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-3,0-news-sentence-3,30,paragraph,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,(none),31,article_text,other,,,sentence,other
participant_1773701115892,control,(none),1-news-sentence-1,34,other,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-1,1-news-sentence-2,29,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-2,1-news-sentence-3,64,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-3,0-news-sentence-3,189,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,0-news-sentence-3,1-news-sentence-2,31,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-2,(none),93,article_text,other,,,sentence,other
participant_1773701115892,control,(none),news-content-2,63,other,paragraph,,,other,other
participant_1773701115892,control,news-content-2,1-news-sentence-2,62,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,(none),63,article_text,other,,,sentence,other
participant_1773701115892,control,(none),0-news-sentence-3,407,other,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,(none),33,article_text,other,,,sentence,other
participant_1773701115892,control,(none),1-news-sentence-2,30,other,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-2,93,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,(none),32,paragraph,other,,,other,other
participant_1773701115892,control,(none),1-news-sentence-2,62,other,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,0-news-sentence-2,93,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,0-news-sentence-2,5-news-sentence-1,31,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,5-news-sentence-1,news-content-2,32,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,1-news-sentence-2,30,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-2,31,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,1-news-sentence-2,93,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-2,157,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,(none),31,paragraph,other,,,other,other
participant_1773701115892,control,(none),0-news-sentence-3,32,other,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,(none),30,article_text,other,,,sentence,other
participant_1773701115892,control,(none),0-news-sentence-3,32,other,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,(none),61,article_text,other,,,sentence,other
participant_1773701115892,control,(none),0-news-sentence-3,66,other,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,(none),60,article_text,other,,,sentence,other
participant_1773701115892,control,(none),0-news-sentence-3,48,other,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,1-news-sentence-3,62,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-3,news-content-3,31,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-3,0-news-sentence-3,63,paragraph,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,news-content-2,63,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,0-news-sentence-3,30,paragraph,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,1-news-sentence-2,64,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-2,31,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,1-news-sentence-2,30,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,(none),33,article_text,other,,,sentence,other
participant_1773701115892,control,(none),0-news-sentence-3,30,other,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,(none),32,article_text,other,,,sentence,other
participant_1773701115892,control,(none),0-news-sentence-3,31,other,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,(none),29,article_text,other,,,sentence,other
participant_1773701115892,control,(none),1-news-sentence-2,32,other,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,(none),61,article_text,other,,,sentence,other
participant_1773701115892,control,(none),0-news-sentence-3,31,other,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,news-content-3,32,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-3,(none),31,paragraph,other,,,other,other
participant_1773701115892,control,(none),news-content-2,63,other,paragraph,,,other,other
participant_1773701115892,control,news-content-2,1-news-sentence-2,30,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,(none),65,article_text,other,,,sentence,other
participant_1773701115892,control,(none),0-news-sentence-3,30,other,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,(none),93,article_text,other,,,sentence,other
participant_1773701115892,control,(none),0-news-sentence-3,32,other,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,1-news-sentence-3,62,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-3,0-news-sentence-3,31,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,0-news-sentence-3,(none),94,article_text,other,,,sentence,other
participant_1773701115892,control,(none),1-news-sentence-2,32,other,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-2,32,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,(none),63,paragraph,other,,,other,other
participant_1773701115892,control,(none),0-news-sentence-3,61,other,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,(none),64,article_text,other,,,sentence,other
participant_1773701115892,control,(none),news-content-2,65,other,paragraph,,,other,other
participant_1773701115892,control,news-content-2,(none),29,paragraph,other,,,other,other
participant_1773701115892,control,(none),news-content-2,31,other,paragraph,,,other,other
participant_1773701115892,control,news-content-2,(none),33,paragraph,other,,,other,other
participant_1773701115892,control,(none),0-news-sentence-3,62,other,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,(none),33,article_text,other,,,sentence,other
participant_1773701115892,control,(none),0-news-sentence-3,90,other,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,1-news-sentence-3,94,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-3,news-content-2,31,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,0-news-sentence-3,31,paragraph,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,(none),33,article_text,other,,,sentence,other
participant_1773701115892,control,(none),news-content-3,30,other,paragraph,,,other,other
participant_1773701115892,control,news-content-3,0-news-sentence-3,32,paragraph,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,(none),125,article_text,other,,,sentence,other
participant_1773701115892,control,(none),1-news-sentence-2,29,other,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-2,62,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,news-content-3,29,paragraph,paragraph,,,other,other
participant_1773701115892,control,news-content-3,1-news-sentence-3,30,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-3,0-news-sentence-3,33,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,0-news-sentence-3,1-news-sentence-2,28,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-2,0-news-sentence-3,31,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,0-news-sentence-3,news-content-2,32,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,0-news-sentence-3,62,paragraph,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,news-content-3,61,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-3,(none),33,paragraph,other,,,other,other
participant_1773701115892,control,(none),news-content-2,30,other,paragraph,,,other,other
participant_1773701115892,control,news-content-2,1-news-sentence-2,62,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-2,31,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,0-news-sentence-3,31,paragraph,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,(none),60,article_text,other,,,sentence,other
participant_1773701115892,control,(none),0-news-sentence-3,90,other,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,news-content-3,31,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-3,(none),32,paragraph,other,,,other,other
participant_1773701115892,control,(none),news-content-3,28,other,paragraph,,,other,other
participant_1773701115892,control,news-content-3,(none),30,paragraph,other,,,other,other
participant_1773701115892,control,(none),1-news-sentence-2,94,other,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,1-news-sentence-3,31,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-3,1-news-sentence-2,29,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-2,61,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,(none),64,paragraph,other,,,other,other
participant_1773701115892,control,(none),0-news-sentence-3,61,other,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,1-news-sentence-3,44,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-3,news-content-3,84,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-3,(none),61,paragraph,other,,,other,other
participant_1773701115892,control,(none),1-news-sentence-3,32,other,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-3,news-content-2,63,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,(none),62,paragraph,other,,,other,other
participant_1773701115892,control,(none),1-news-sentence-2,31,other,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-2,30,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,1-news-sentence-2,33,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-3,94,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-3,(none),30,paragraph,other,,,other,other
participant_1773701115892,control,(none),news-content-2,31,other,paragraph,,,other,other
participant_1773701115892,control,news-content-2,(none),31,paragraph,other,,,other,other
participant_1773701115892,control,(none),news-content-3,63,other,paragraph,,,other,other
participant_1773701115892,control,news-content-3,news-content-2,32,paragraph,paragraph,,,other,other
participant_1773701115892,control,news-content-2,(none),30,paragraph,other,,,other,other
participant_1773701115892,control,(none),0-news-sentence-3,33,other,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,(none),31,article_text,other,,,sentence,other
participant_1773701115892,control,(none),0-news-sentence-3,31,other,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,(none),32,article_text,other,,,sentence,other
participant_1773701115892,control,(none),0-news-sentence-3,32,other,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,1-news-sentence-3,62,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-3,(none),32,article_text,other,,,sentence,other
participant_1773701115892,control,(none),0-news-sentence-3,62,other,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,(none),33,article_text,other,,,sentence,other
participant_1773701115892,control,(none),0-news-sentence-3,125,other,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,1-news-sentence-3,32,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-3,news-content-3,32,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-3,0-news-sentence-3,31,paragraph,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,(none),187,article_text,other,,,sentence,other
participant_1773701115892,control,(none),0-news-sentence-3,64,other,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,1-news-sentence-3,91,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-3,0-news-sentence-3,32,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,0-news-sentence-3,1-news-sentence-2,32,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-2,0-news-sentence-3,62,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,0-news-sentence-3,(none),63,article_text,other,,,sentence,other
participant_1773701115892,control,(none),0-news-sentence-3,30,other,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,1-news-sentence-3,32,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-3,0-news-sentence-3,62,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,0-news-sentence-3,(none),67,article_text,other,,,sentence,other
participant_1773701115892,control,(none),news-content-3,28,other,paragraph,,,other,other
participant_1773701115892,control,news-content-3,0-news-sentence-3,32,paragraph,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,1-news-sentence-3,31,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-3,0-news-sentence-3,94,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,0-news-sentence-3,news-content-2,157,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,1-news-sentence-3,31,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-3,1-news-sentence-2,29,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-2,63,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,1-news-sentence-3,29,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-3,0-news-sentence-3,160,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,0-news-sentence-3,news-content-2,28,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,1-news-sentence-2,31,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,news-content-2,32,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,1-news-sentence-2,125,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,1-news-sentence-3,63,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-3,news-content-3,93,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-3,0-news-sentence-3,32,paragraph,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,(none),63,article_text,other,,,sentence,other
participant_1773701115892,control,(none),0-news-sentence-3,30,other,article_text,,,other,sentence
